claim,gold_explanation,generated_explanation,pred_label_used,pred_conf_used
Author J.K. Rowling promoted a website selling transphobic merchandise.,Did J.K. Rowling Promote a Website Selling Transphobic Merchandise?,"Author J.K. Rowling promoted a website selling transphobic merchandise, which is classified as promoting hate speech.",false,0.9453316330909728
Coca-Cola is an effective contraceptive.,The bottom line? The best contraceptive use for a Coke is to use it wash down your daily birth control pills.,Coca-Cola is not an effective contraceptive.,true,0.9439873099327089
The U.S. has had 143 criminal convictions for absentee-ballot fraud (or .0006% of the total vote) over the past 20 years. ,"""What's true: The Heritage Foundation has recorded approximately 140 criminal convictions related to the """"fraudulent use of absentee ballots"""" over the last 20 years. These include instances of fraud in local and state elections, in addition to presidential contests. What's undetermined: Proven instances of such voter fraud account for an infinitesimal number of ballots when compared to overall votes cast, but the exact percentage is difficult to pin down.""","The U.S. has had 136 criminal convictions for absentee-ballot fraud over the past 20 years, not 143.",false,0.9436274170875548
"A Michigan farmer was forced to destroy 40,000 edible cherries to make way for cherries imported from outside the U.S.","""What's true: Michigan cherry farmer Marc Santucci destroyed 14 percent of his 2016 crop due to cherry industry limits on the supply of marketable cherries. What's false: Cherry farmers requested they be covered by a USDA marketing order (it was not imposed on them), the order was implemented to stabilize the volatile cherry market (not to """"protect imports""""), and farmers are not required to destroy surplus cherries.""","A Michigan farmer was forced to destroy 40,000 edible cherries to make way for imported cherries due to a marketing order imposed by the US Department of Agriculture (USDA).",false,0.9431396126747132
"Researcher: Alzheimer's vaccine could cut dementia in half, human trials may be next","This story reports on a study done in laboratory mice that showed a vaccine decreased the build-up of two proteins, amyloid and tau, that are associated with Alzheimer’s. The story mentions this was a mouse study and acknowledges it isn’t the only potential avenue under study to arrest those harmful substances. However, it gives an overly optimistic spin, using the word “promising” and playing up a speculative comment in a UT Southwestern Medical Center news release that dementia cases “could drop by half” if there’s a vaccine that delays the onset of Alzheimer’s by five years. The story also doesn’t caution that success in animals often doesn’t translate to benefits in humans, and that other treatments targeting these proteins have not panned out. Also missing: discussions of costs and potential harms and comments from independent sources. As the U.S. population ages, dementia is becoming more common. Millions of families are coping with a person who has a diagnosis of Alzheimer’s. Available treatments do not prevent or cure Alzheimer’s and at best slow down the progression of symptoms for short periods. Considerable effort has focused on new treatments that seek to break down or prevent the deposition of abnormal proteins that appear to increase as memory loss progresses. So far these new treatments have not been shown to help. Initially they were tried in individuals with advanced disease but now are being used in patients with mild symptoms as a way to prevent progression. Even here, trials have not shown positive results that are clinically meaningful. A vaccine to “prevent” Alzheimer’s is appealing in that it works even earlier in the process, maybe even before symptoms appear. However, it isn’t clear that a vaccine will actually improve clinical outcomes. The fact that this small study in mice led to several optimistic headlines — not just USA Today’s — reflects how desperate we are for progress. Regardless, news stories should not make a remedy sound closer and more certain than it is.","This claim is false. The study mentioned in the article is not a real study, and the results are not supported by the evidence presented.",false,0.9427974224090576
"""After initially agreeing with Republicans on an amount for Zika funding, """"Democrats derailed it.""","Ryan said Democrats blocked the Zika funding bill after agreeing on the dollar amount. That part is accurate, but the main reason Democrats gave for their action was the Republican addition of language that barred a Planned Parenthood affiliate in Puerto Rico from receiving government funds. Democrats could have chosen to accept that provision and passed the bill. On the other hand, Republicans could have chosen not to add it during the conference committee. It took two to tango. https://www",The claim is false.,false,0.9423763155937196
An account accurately describes the rapes and murders of Christopher Newsom and Channon Christian and the reporting thereof.,"However, the fact is that only a tiny handful of the approximately 15,000 homicides that occur in the United States every year makes national news, and the cases that do tend to attract prolonged, nationwide coverage are ones exhibiting a combination of factors absent from the Newsom/Christian case (e.g., scandal, mystery, sexual elements, celebrity involvement, shockingly large numbers of deaths, murders of children and other victims who elicit especial sympathy) that makes them particularly fascinating and compelling to the public at large, such as the still-unsolved murder of 6-year-old beauty queen JonBenet Ramsey, the mysterious disappearance (and death) of pregnant Laci Peterson, the massacre of 32 students and faculty at Virginia Tech, the sexually salacious trial of Jodi Arias for stabbing her boyfriend to death, and the celebrity trial to determine whether actress Lana Clarkson committed suicide or was killed by reclusive record producer Phil Spector.",The claim is that an account accurately describes the rapes and murders of Christopher Newsom and Channon Christian.,true,0.940881609916687
Measles is one of the most common causes of child blindness worldwide.,"""Gounder suggested Paul should be singing a different tune about vaccinations, one that mentions, """"Measles is one of the most common causes of child blindness worldwide."""" She was careful to say worldwide. In developed countries, measles does not typically lead to blindness. But in low-income countries, it is certainly one of the leading drivers of blindness in children, experts agree.""",Measles is not one of the most common causes of child blindness worldwide.,false,0.9397159814834596
"More lives are lost from violence against women, sex-selective abortion, female infanticide, suicide, egregious maternal mortality, and other sex-linked causes than were lost during all of the wars and civil strife of the 20th century.","""Watson said, """"More lives are lost from violence against women, sex-selective abortion, female infanticide, suicide, egregious maternal mortality, and other sex-linked causes than were lost during all of the wars and civil strife of 20th century."""" The claim comes from the book Sex and World Peace by Valerie Hudson, who was citing a UN figure of 163 million missing women in 2005. That’s 10 million more than her estimate of lives lost in all of last century’s strife, 153 million. But this is using a high estimate for the first measure and a low estimate for the second. The number of sex-related deaths, which varies from year to year, typically falls within 100 million to 130 million range. The number of deaths due to war, according to most other estimates, is about 200 million. Both numbers are disturbingly high, but it’s not clear that one is definitively higher than the other.""","More lives are lost from violence against women, sex-selective abortion, female infanticide, suicide, egregious maternal mortality, and other sex-linked causes than were lost during all of the wars and civil strife of the 20th century.",true,0.9395557045936584
Stay-at-home orders “actually are the law of these states.”,"Many stay-at-home orders have been issued in the form of executive orders or proclamations, including Inslee’s, making them different from a typical law that is passed by the legislature and signed by the governor. However, experts say executive orders, proclamations, and similar orders carry the same weight as legislature-passed laws, because they have been issued under the authority of existing legislature-passed laws.","Stay-at-home orders are generally considered to be laws in the eyes of the law, as they are issued by the governor and have the same practical effect as a conventional law.",false,0.937926173210144
"The UK is performing 240,000 Covid-19 tests a day.",The U.S. investigation into hundreds of cases of life-threatening lung illnesses related to vaping has turned up a curious abnormality: Many of the victims had pockets of oil clogging up cells responsible for removing impurities in the lungs.,"The UK is performing approximately 240,000 Covid-19 tests per day.",true,0.9363150000572203
Final trial results confirm Ebola vaccine provides high protection against disease,"This news release discusses the results of a World Health Organization-led study of an experimental Ebola vaccine manufactured by Merck, Sharpe & Dohme. The study tested the effectiveness of the vaccine (currently referred to as rVSV-ZEBOV) among individuals who had come in contact with people diagnosed with Ebola within three weeks prior to the diagnosis, including contacts of those contacts, using a “ring vaccination” approach similar to that used to fight smallpox in the mid- to late 20th century. Among the 5,837 individuals who were vaccinated immediately after assignment to the study, none developed Ebola 10 days or more after being enrolled. In comparison, there were 23 Ebola cases identified 10 days or more in the group of 4,507 assigned to either a delayed vaccination (16 cases) or no vaccination (7 cases). The release delivers a good description of harms, is written in a balanced and non-sensational tone, and provides an overview of next steps for the vaccine. The release would have been improved with some reference to cost and the other Ebola vaccines under development by major pharmaceutical competitors. Health organizations worldwide have been scrambling to develop an effective vaccine against Ebola since the 2013-2016 Ebola outbreak in West Africa which killed more than 11,300 people. Merck received “Breakthrough Therapy Designation” status in 2016 from the U.S. Food and Drug Administration and “PRIME” status from the European Medicines Agency for this closely watched vaccine. The “breakthrough” and PRIME status speeds up the review process for the vaccine once it is submitted to the U.S. Food and Drug Administration and/or the European Medicines Agency for approval.","The final trial results confirm that the Ebola vaccine provides high protection against the disease, with no cases of Ebola identified in the immediate post-vaccination period among participants.",false,0.9356490969657898
"""Charlie Crist Says Rick Scott signed """"laws requiring mandatory ultrasounds and restricting access to abortion even in cases of rape or incest.""","""Crist said in an ad that Scott signed """"laws requiring mandatory ultrasounds and restricting access to abortion even in cases of rape or incest."""" Scott signed a law in 2011 that requires ultrasounds for all women before they get an abortion, and in 2014 he signed a law that stated women could not have an abortion after the point of viability. That means women could not have an abortion about two weeks earlier than before. The only stated exception was to save the woman's life. However, the previous law didn’t expressly include those exceptions either, though it had broad language that could potentially have been used to seek abortion for a rape or incest survivor in the third trimester. No woman, though, has had an abortion in Florida during the third trimester for any reason in recent years, even before the new law. The statement is accurate, but needs additional information.""",The claim is false. There is insufficient evidence to support the claim that Charlie Crist says Rick Scott signed laws requiring mandatory ultrasounds and restricting access to abortion even in cases of rape or incest.,false,0.9326798319816588
Vitamin D3 Might Ease Menstrual Cramps,"We wished for more on benefits, harms, and on context about the dose used in the study. See our comments on those criteria below. Most women experience some sort of menstrual cramps and only rarely are the instances of these cramps debilitating. This study, done in a sample of women with already low levels of Vitamin D and with a dosage beyond that recommended or available to most women, provides at best preliminary evidence that Vitamin D at 300,000 IU was the main reason for the decrease in pain.","Vitamin D3 might ease menstrual cramps due to its potential to reduce pain by 41%, which is a statistically significant reduction. However, the study's results are uncertain due to the lack of information on the long-term effects of the treatment and the fact that the dosage used was a single, high dose, which may not be representative of the typical maintenance dose.",mixture,0.9313284158706664
Millions face risk from drug-coated stents,"""Drug-eluting or drug-coated stents were first introduced in the U.S. in the mid-90s. Ten years later, they have all but replaced traditional stents because of their ability to prevent the clogged artery from closing again. However, new information suggests that these stents may in fact be causing some clots to form. This story reports on this development and does a decent job of explaining the problem, but falls short in explaining the strength of the available evidence and overstating the potential benefits from stenting. Although the story does describe the clot risk as 2 or 3 percent, the story should have provided more information here, such as, what is the time frame? How often are they fatal? How does this number compare to alternative options? Furthermore, the story inappropriately suggests that the benefits of stenting include a reduction in heart attacks. By accurately describing the prevalence of stenting, the story avoids disease mongering. However, the story verges on treatment mongering by describing stents as a """"life-saving device"""" and suggesting that they can preventing heart attacks. The story does not describe the strength of the available evidence on the harms from stenting. Furthermore, the story does not mention medications as an alternative treatment option, nor does the story describe the costs of stenting for an indiviual or relative to the alternatives. NBC did something good at the conclusion of the story, letters viewers know that there was more information on their partner MSNBC website. When television newscasts don't afford much time to such complex stories, it is wise for them to use their websites in this way.""","Millions face significant risk from drug-coated stents due to lack of clear information on their costs, effectiveness, and potential harms. This classification is based on the provided evidence, which emphasizes mixed/insufficient evidence and uncertainty regarding the benefits of stenting.",false,0.9310482740402222
Immunotherapy Drug Becomes First Therapy Approved by FDA for Rare Skin Cancer,"A new drug approval offers an opportunity to review the evidence with readers. This news release from the Fred Hutchinson Cancer Research Center about a newly approved drug for Merkel cell carcinoma (MCC), a rare type of skin cancer, missed that chance. We understand the need to get the news out there and even to highlight a patient story, but there is enough evidence on benefits and risks associated with immunotherapy, not to mention costs, that news releases should give readers a fuller picture. Without that important information, the dramatic experience of the cancer patient in the release provides an overly optimistic picture of patient outcomes for everyone who may be diagnosed with this particular type of cancer. MCC is a rare, often aggressive type of skin cancer, with about 1,500 new cases diagnosed in the U.S. each year. The 5-year survival rate for MCC is estimated at around 60 percent, according to MayoClinic.org. This is the first drug approved for treating MCC — but not the only recognized treatment for the disease. Some of the media interest in the approval relates to the rapidity with which the FDA approved it while awarding the drug several special designations — accelerated approval, priority review, breakthrough therapy and orphan drug status, the latter of which “provides incentives to assist and encourage the development of drugs for rare diseases,” according to the FDA’s news release on the approval. Readers should keep in mind that the evidence for the drug is limited and based on a small study of short duration.","The claim ""Immunotherapy Drug Becomes First Therapy Approved by FDA for Rare Skin Cancer"" is FALSE.",false,0.9306523203849792
Tracking the risks and rewards of transcranial magnetic stimulation,"This is a story about John Elder Robison, and his book “Switched On: A Memoir of Brain Change and Emotional Awakening.” In the book, Robison discusses his experience as a person with Asperger syndrome undergoing transcranial magnetic stimulation (TMS) as part of a research study. The story includes quotes from him and a doctor on the TMS research team. This story is lacking because of its reliance on the anecdotal experience of one person. There’s no data. No broader perspective. No independent voices. No pushback at all on the statements and claims made. While we understand that this story is supposed to be a profile of one person’s experience, that doesn’t absolve it of responsibility to evaluate whether the claims are likely to be true or broadly representative of what others can expect. The need for treatments that can help people with autism is clear–effective, proven therapies are lacking. As such, this story offers hope to those with autism spectrum disorder and their families. But in doing so, it runs the risk that the hope isn’t really backed up by evidence. Though Robison believes the treatments have helped him, it is very difficult to assess whether TMS is responsible.","The study's lack of discussion on costs, treatment duration, and potential benefits and harms makes it difficult to assess the effectiveness of transcranial magnetic stimulation (TMS) for treating autism spectrum disorder (ASD).",false,0.9290937185287476
Metformin may lower lung cancer risk in diabetic nonsmokers,"This release reports on an NIH-funded study to determine if the use of the drug metformin by diabetic patients may affect their risk of developing lung cancer. The overall answer is that it does not, but the release takes five paragraphs to say that. Instead, it focuses on a very small subset of patients who had never smoked and whose lung cancer risk appeared to be lower than never-smokers who didn’t take metformin. By trumpeting findings from that subgroup — and burying the main results of the study, which were negative — this release misrepresents the research findings and misleads its readers. We’d suggest that the findings of this study probably did not warrant the spotlight provided by a news release. But if a news release is to be issued, it should lead with the results for the primary outcome and give second billing to provocative but preliminary findings from subgroups. While not as egregious as another example of subgroup “spin” that we recently reported on, this news release will certainly give readers the impression that there’s something special about metformin when it comes to preventing cancer in people with diabetes, when that hasn’t been established with any certainty. Diabetes is a chronic disease requiring long-term use of drugs such as metformin. Some research suggests that metformin may decrease the risk of lung cancer — making the results of this study an important addition to the scientific literature. Unfortunately, the release focuses almost entirely on the results seen in a small subgroup of patients. As such, it doesn’t accurately reflect the totality of the research in question. Subgroup findings can be included, but should never supersede the main outcome.","Metformin may lower lung cancer risk in diabetic nonsmokers due to its association with reduced risk, not a causal link.",true,0.9257274270057678
"For every dollar we invest in Head Start, we get $5 to $7 back into our economy.",Rep. Tim Ryan says Head Start programs are cost beneficial,The claim is FALSE.,false,0.9237340092658995
"Opossums stop the spread of Lyme disease because they kill up to 4,000 ticks a week. ","Opossums Kill Ticks, Help Stop the Spread of Lyme Disease","Opossums kill up to 4,000 ticks a week, which is a significant amount, but the evidence supporting this claim is mixed. While opossums do kill ticks, the amount of ticks they kill in a week is not as high as claimed, and the study's findings suggest that the relationship between opossums and Lyme disease is more complex than a simple cause-and",mixture,0.9236543774604796
"""The term """"Black Friday"""" originated with the practice of selling off slaves on the day after Thanksgiving.""","However, the earliest known use of this accounting-related explanation for the origins of the term “Black Friday” dates from 1981, many years after Philadelphia police had been using the phrase in reference to traffic issues.","The term ""Black Friday"" originated from the practice of selling off slaves on the day after Thanksgiving, which was a day when many slave owners would sell their remaining slaves to buyers.",mixture,0.9233662486076356
"""When U.S. President Donald Trump was asked what he'd say to people who lost family members to COVID-19, he replied, """"I would say this didn't hurt anyone as much as it hurt me.""","According to the transcript of that interview, Trump was asked the following by Muir: “We’ve lost more people now [to COVID-19] than we lost in the Vietnam War. What do you want to say to those families tonight?” Trump responded in full as reproduced below:","The claim ""When U.S. President Donald Trump was asked what he'd say to people who lost family members to COVID-19, he replied, """"I would say this didn't hurt anyone as much as it hurt me"""" is false.",true,0.9224867224693298
Do you really think I’d call Russia to help me with an election? Give me a break. They wouldn’t be able to help me at all.,"In a wide-ranging interview on CBS’ “60 Minutes,” President Donald Trump repeated several false and misleading claims, while putting a new twist on some of them.","This claim is false. The evidence presented suggests that Russia has been involved in various activities to interfere with the 2016 US presidential election, including hacking into Democratic Party computer networks, releasing sensitive information on social media, and mobilizing support for Trump's campaign.",false,0.9222224950790404
A list compiles Andy Rooney's wry observations on a variety of topics.,"So, to whom should this be properly attributed? Although we might swear that at least of few of these items are things we’ve heard Andy Rooney say, this isn’t his work. Nor is it the work of humorist George Carlin (another personality commonly given credit for political humor of uncertain origin), to whom these witticisms are also often attributed. Everything here (except the first two jokes) springs from the creative mind of comedian Sean Morey, who has performed all of these bits during several appearances on the Tonight Show and in radio and live shows across the U.S.","Andy Rooney compiled a list of his wry observations on various topics, which were widely circulated due to their accuracy and consistency.",true,0.9213971495628356
US OKs 1st drug aimed at women with inherited breast cancer,"This story reports on the FDA’s first approval of a drug to treat certain patients with metastatic breast cancer who have a “BRCA” gene mutation. The story addresses costs and laudably notes that the supporting study doesn’t address a key outcome: patient survival. However, it reports mainly from news releases, misses some important study limitations, and doesn’t include independent voices. Certain breast cancers that affect women with inherited BRCA gene mutations are relatively small in number but difficult to treat, and they can disproportionately affect young women. As a result, drugs to treat these cancers are likely to be important news for certain patients and their families. The FDA gave its “priority review” status to olaparib, meaning it determined the drug “would significantly improve the safety or effectiveness of treating, diagnosing or preventing a serious condition.” It’s dependent upon news stories to help put that into context that people understand–does it actually “significantly” improve patient lives?","The US FDA has approved Lynparza (olaparib) for use in women with early-stage breast cancer who have inherited BRCA1 or BRCA2 mutations, not just those with metastatic disease.",true,0.9213569760322572
We reduced abortion. We increased adoptions by 135 percent.,Creative math by an abortion-rights mayor,The claim is that we reduced abortion. We increased adoptions by 135 percent.,true,0.91544109582901
Amazon founder Jeff Bezos was building another mansion with elevators and 25 bathrooms at the same time part-time Whole Foods employees lost health benefits.,Did Jeff Bezos Cut Whole Foods Workers Benefits as He Bought a Second Mansion?,"Amazon founder Jeff Bezos built a mansion in Washington, DC with 2 elevators, 25 bathrooms, and a movie theater, despite part-time Whole Foods employees losing health benefits.",false,0.9124951362609864
"To reverse damage of sitting, take a brisk, hour-long walk","This story reports on a large meta-analysis of observational studies looking at the association between sedentary behavior (sitting and TV-watching), exercise, and risk of dying prematurely. Its main take-home message is “it takes about 60 to 75 minutes of ‘moderate intensity’ exercise to undo the damage of sitting for at least eight hours a day.” Although that’s a faithful account of how the study researchers frame their results, we think it’s likely to leave readers with a misleading impression. Despite what the researchers may claim, this type of study can’t prove that exercise can “undo the damage of sitting” — all it can do is show associations between these behaviors and risk of death. There are many factors, other than exercise and sedentary behavior, that affect one’s risk of death (e.g. diet, illnesses, socioeconomic factors), and the story didn’t explain that researchers can’t account for all of those factors in a study like this. Suggesting that exercise “reverses” the damage of sitting implies a certainty to the study’s conclusions that simply doesn’t exist. Every day, readers are bombarded with health news messages from observational studies such as this one relating to diet, exercise, and other lifestyle issues. Because this type of research is not definitive, it is liable to be contradicted by the next study that comes along, which in turn generates a new set of headlines that is in conflict with what readers just heard from the last study. This generates confusion among the public and mistrust of both scientists and journalists who can’t seem to get their stories straight. We offer tips for reporting on observational studies in our toolkit.","The claim ""To reverse damage of sitting, take a brisk, hour-long walk"" is false because it misrepresents the study's findings. The study actually suggests that there is no clear link between sitting and reversing damage, and that the relationship between exercise and health outcomes is complex and influenced by various factors, including individual circumstances and the presence of underlying health conditions.",false,0.911900281906128
New Drug for Severe Eczema Is Successful in 2 New Trials,"This story about the results of research for what would be the first biologic treatment of moderate-to-severe eczema (atopic dermatitis) in adults provides plenty of good news to patients. However, while the story accurately summarizes some of the important study results, it fails to alert readers to vital details about the trial design and funding. Not only is there no mention that the makers of the drug paid for the trials and hired writers to produce the article that appeared in the New England Journal of Medicine, the lone independent expert quoted actually receives consulting and speaking fees from one of the drug makers. Also, the story mentions three patients, but not one who had less than spectacular results. Including one of the many patients who did not see their eczema and itching completely disappear would have provided a more balanced view of the trial results. When a drug study is paid for and written by companies that are seeking FDA approval for a treatment, stories should pay special attention to conflicts of interest, study design, and the way the results are presented, in order to help readers sort out hard facts from sponsor spin. This story highlighted all the positive news, while glossing over information that might raise questions, including the lack of independent interpretation of the trial results.","The new drug for severe eczema is successful in 2 new trials, with 51% of patients experiencing significant improvements in their symptoms, including a 40% reduction in itching.",true,0.9101303815841676
"""During the 2005 fight over Social Security, """"there were noisy demonstrations — but they were outside the events,"""" and opponents were """"not disruptive — crowds booed lines they didn’t like, but that was about it.""",Paul Krugman claims protests in 2005 weren't as raucous as health care protests,"The claim is: ""There were noisy demonstrations — but they were outside the events.""

Evidence: There were noisy demonstrations outside the events, but not inside.",true,0.9081178903579712
A letter to the editor suggested that 2007's early start to Daylight Saving Time contributed to global warming.,A letter to the editor suggested the early start to Daylight Saving Time worsened the effects of global warming.,"A letter to the editor suggesting that 2007's early start to Daylight Saving Time contributed to global warming is a misleading claim. The author cites a letter from Connie Meskimen, which was published in the Arkansas Democrat-Gazette, as evidence.",false,0.9077784419059752
Kirk Watson Says carbon monoxide is still employed to euthanize dogs and cats in 29 Texas animal shelters.,"Watson said 29 cities use carbon monoxide to euthanize dogs and cats. That’s supported by an advocacy group’s survey research, it appears, though the total also has gone down by more than 10 cities since 2011, according to the group.",Kirk Watson says carbon monoxide is still employed to euthanize dogs and cats in 29 Texas animal shelters.,false,0.9009652137756348
"""A three-cents-per-ounce soda tax in Philadelphia """"would result in the loss of 2,000 family-sustaining Teamster Union jobs and countless other jobs in the beverage industry.""","""The Teamsters claim they stand to lose as many as 2,000 jobs in the region and """"countless"""" others if Philadelphia implements a soda tax. This estimate is higher than any estimate floated before and tops what studies show the impact would be. And, at the end of the day, it’s nearly impossible to predict exact job loss as the result of a tax that hasn’t been implemented anywhere else in this way before. Is it within the realm of possibility that 2,000 beverage industry employees would lose their jobs due to the soda tax? Maybe. Is it likely? Not at all.""","The claim that a three-cent-per-ounce soda tax in Philadelphia would result in the loss of 2,000 family-sustaining jobs and countless other jobs in the beverage industry is mixture.",mixture,0.8926645517349243
"Experimental treatment helps 2 out of 3 peanut allergy sufferers, study finds","This CNN News story describes a new treatment for kids with peanut allergy called AR101, which could help protect against severe reactions to small amounts of peanut ingestion. It’s one of two stories we reviewed about this important and newsworthy study. The other is from Fox News. This report is appropriately cautious, emphasizing that the treatment is not a cure but reduces the threat from accidental exposure. In addition, the story details the commitment that treatment requires and the side effects that can occur. However, it could have done a better job by addressing the cost of this drug and giving the dropout rate of those on the treatment. Peanut allergy is one of the most common food allergies. It typically presents early in life, is known for severe reactions, and is rarely outgrown. There currently are no treatments for peanut allergy, besides emergency care in the event of a reaction. So a treatment with the potential to make reactions from accidental exposures less severe is certainly of interest.","Experimental treatment has shown promise in helping 2 out of 3 peanut allergy sufferers, but the evidence is limited and inconclusive, with many potential drawbacks and uncertainties.",false,0.8924490809440613
"""Under a new law regulating abortions, """"Even if you're raped, if you don't report it in the first 30 days, the Republicans will force you to have an ultrasound.""","""Barca said that a new law passed by Republicans regulating abortion deals with sexual assault victims this way: """"Even if you're raped, if you don't report it in the first 30 days, the Republicans will force you to have to have an ultrasound."""" The law does require an ultrasound when such victims do not report the assault to law enforcers, but there is no 30-day deadline for doing so. Barca’s claim is partially accurate but misses on an important detail that muddles his message.""","The claim is: ""Even if you're raped, if you don't report it in the first 30 days, the Republicans will force you to have an ultrasound.""
Predicted label: False

Evidence: The claim is partially accurate but misses an important detail. The law does require an ultrasound when a victim does not report the assault to law enforcement, but there is no 30-day deadline for",false,0.891663134098053
"Promise of faster, more accessible schizophrenia diagnosis, Rutgers study shows","This news release describes a 50-person study that tested whether a hand-held device that measures electrical activity in the retina can be used to diagnose schizophrenia. The study was published in the Journal of Abnormal Psychology. The news release addresses the availability of the device and doesn’t engage in disease-mongering. However, it doesn’t talk about costs or study limitations, and the lead offers false hope by stating that a device “common in optometrists’ offices may hold the key to faster diagnosis of schizophrenia.”   Schizophrenia is a chronic mental disorder that tends to emerge during teen and young adult years and can create disabling symptoms. Medications and talk therapy can help. However, treatment can be delayed because it’s difficult to diagnose. Symptoms can overlap with those of other conditions. Also, in teens, early signs such as flagging grades and irritability are common in adolescents.","The study found that the device may be able to identify individuals with schizophrenia, but the results are not yet conclusive and require further research.",mixture,0.8915717601776123
"""A Twitter user responded to Stephen King's assertion the COVID-19 pandemic was """"not like The Stand,"""" sincerely asking King if he """"even read"""" a book he actually wrote.""",Stephen King ‘Coronavirus Is not Like ‘The Stand’ Response Tweet,"A Twitter user responded to Stephen King's assertion that the COVID-19 pandemic was ""not like The Stand,"" saying they ""even read"" the book he wrote.",true,0.8908450603485107
Compound May Fight Hard-to-Treat Lung Cancer,"""It took until 268 words deep into a 383 word story to learn that the """"Compound May Fight Hard-to-Treat Lung Cancer"""" story was not about human research. This article commits one of the cardinal sins of health journalism: it downplays the fact that the research was not done in humans. The unchallenged projections about the potential applications for patients are premature.""","The claim ""Compound May Fight Hard-to-Treat Lung Cancer"" is true, as the article discusses the potential benefits of the compound in treating NSCLC.",true,0.8902272582054138
FDA approves new drug that prevents migraines without side effects,"This NBC News story takes a look at a newly approved migraine drug. We liked how the story included the cost of the drug, and discussed the lack of effective options for many patients. But the story could leave readers thinking the drug works better than it really does, because it only quotes the drug company’s rosy summary, and not what the FDA reported. Millions of Americans suffer from migraine attacks that greatly diminish their quality of life. There is currently no preventive medication with no side effects approved for patients who suffer from chronic or episodic migraines. This new drug has been hyped by Novartis’ and Amgen’s PR machines since clinical trials for them first began. It is important that people with migraines and their family members and friends (who often forward on anything and everything written about products that claim to reduce migraine attacks) are given accurate information about who a new drug is for and the extent to which it can actually improve people’s lives.",The FDA approves new drug that prevents migraines without side effects.,true,0.8890880346298218
"""Drinking untreated spring water, marketed as """"raw water,"""" provides health benefits because they are """"probiotic.""","Ultimately, the probiotic claims of Live Water (and those made by other similar companies) are based on wholesale misreadings of scientific papers and principles that, even if interpreted correctly, would offer no relevance to — let alone proof of — raw water’s probiotic potential.","The claim that ""Drinking untreated spring water, marketed as 'raw water'"" provides health benefits because it is ""probiotic"" is false. The evidence presented suggests that the health risks associated with drinking untreated spring water, including cholera, E.",true,0.8868743181228638
The Democrats have already voted to ban our conventional light bulbs ... in favor of dangerous fluorescent light bulbs.,Conservative PAC claims Democrats banned incandescent light bulbs in favor of fluorescent light bulbs,The claim that the Democrats have already voted to ban conventional light bulbs in favor of dangerous fluorescent light bulbs is **mixed**.,true,0.8861783146858215
"""Sen. Harry Reid voted """"against declaring English our national language, twice.""",Sharron Angle says Sen. Harry Reid twice voted against making English the national language,"The claim is that Sen. Harry Reid voted ""against declaring English our national language.""",false,0.8832294940948486
Death and disease from leptospirosis is spread by rat urine on soda cans.,"What's true: The potentially deadly illness Leptospirosis can be contracted through exposure to the urine of diseased animals (including rats). What's false: Rat urine is not ordinarily toxic to humans, a stock clerk in Hawaii did not die after being sent to clean up a storeroom containing rat droppings, a woman who had gone boating in Texas did not die after drinking from a can of Coke, one member of a family picnic 'on Sunday' did not die after drinking from a soda can that had mouse urine on it.",Death and disease from leptospirosis is spread by rat urine on soda cans.,false,0.8812810182571411
Bill McCollum holds the same position on (embryonic stem cell research) as Barack Obama.,"Bill McCollum and Barack Obama see eye-to-eye on stem cell research, Rick Scott claims","Bill McCollum and Barack Obama both support embryonic stem cell research, but their positions on the issue are not identical.",false,0.8792254328727722
Evofem's birth control gel meets main study goal; shares rise,"Reuters reports on a new birth control product, still in development phase, that showed good efficacy, at least according to an unpublished company study. The product, a gel that lowers vaginal pH to make a hostile environment for sperm, would add a new contraceptive option to a lucrative market. However, the story focuses on company success — increasing stock value and stoking excitement in investment circles — more than the specifics of the product or the details of the company-sponsored study. No study limitations are mentioned. This leaves both investors and lay audiences without enough information to evaluate how useful the new product will be, should it pass muster with the FDA. There are a wide variety of birth control products on the market, but there’s also plenty of room for something new. A product that’s easy to use, effective, with few side effects, and that women control — the birth control gel sure sounds like it could make an impact. However, future consumers will want to know a lot more information than was provided in this story — how much will it cost, will it be available over-the-counter, how effective is it in real use, will side effects crop up once it’s in wide distribution? With an as-yet unapproved product, these answers won’t become clear for awhile, yet we think they should be considered — for consumers and investors alike.","Evofem's birth control gel has shown an 86% efficacy rate in a small study, meeting its main goal.",true,0.8764331340789795
Obama Administration legalized bump stocks.,"Q: Did the Obama administration legalize “bump stocks” for semiautomatic rifles?A: No federal law explicitly addresses “bump stocks.” The Bureau of Alcohol, Tobacco, Firearms and Explosives ruled 10 times between 2008 and 2017 that certain models could not be prohibited under existing gun laws.","The Obama Administration did not legalize ""bump stocks"" for semiautomatic rifles.",false,0.874893307685852
